Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc, decay mode, decay %, unc, decay mode, decay %, unc, decay mode, decay %, unc,isospin,magnetic dipole [mu N], unc, electric quadrupole [b]  , unc,Extraction_date
11,13,Na,114, ,7433.7,0.7, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,115, ,7446.1,0.8, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,116, ,7473.9,0.8, ,1+,7,35, ,4,keV,1.30353632877539e-20,1.140594287678464e-19, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,117, ,7499.8,0.8, , , ,0.8, , ,keV,5.702971438392321e-19, , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,118, ,7511.3,0.9, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,119, ,7519, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,120, ,7532.3,0.9, ,1-,7,26, ,3,keV,1.75476044258225e-20,1.520792383571286e-19, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,121, ,7533, , ,1-,8, , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,122, ,7627.4, , , , ,60, ,6,keV,7.6039619178564e-21,7.60396191785643e-20, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,123, ,7655.5, , ,3-,7,45, ,5,keV,1.01386158904752e-20,9.12475430142771e-20, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,124, ,7708,2, , , ,44, ,4,keV,1.03690389788951e-20,1.140594287678464e-19, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,125, ,7832,2, , , ,40, ,4,keV,1.14059428767846e-20,1.140594287678464e-19, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,126, ,7903,2, , , ,27, ,3,keV,1.68976931507921e-20,1.520792383571286e-19, , , , , , , , , , , , , , ,2021-06-10
11,13,Na,127, ,8080, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,128, ,8390, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,129, ,8610, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,130, ,8860, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,131, ,9280, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,132, ,9630, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,133, ,10790, , ,(7+),1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,134, ,11190, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,135, ,11610, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,136, ,11900, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,137, ,12190, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,13,Na,138, ,12540, , , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10

